,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
22150,08/29/2024,152610.87393922295,Completed,Unit,Flat,Al Barsha South Fourth,212.37,718.6084378171255
22151,08/29/2024,153577.92098835093,Completed,Unit,Flat,Nadd Hessa,263.43,582.9932846993544
22157,06/13/2023,137554.26352560343,Completed,Unit,Flat,Marsa Dubai,175.64,783.1602341471387
22159,08/15/2023,178458.49995174067,Completed,Unit,Flat,Al Khairan First,147.0,1214.0034010322495
22160,09/27/2023,107231.65366139774,Completed,Building,Villa,Wadi Al Safa 5,145.42,737.3927497001633
22163,10/17/2023,265580.2396632242,Completed,Building,Villa,Wadi Al Safa 7,216.97,1224.0412944795328
22167,12/14/2023,48881.84855481888,Completed,Unit,Office,Marsa Dubai,51.49,949.3464469764784
22168,12/14/2023,132905.95742785232,Completed,Unit,Flat,Al Thanyah Fifth,149.75,887.5189143763093
22169,12/29/2023,321731.97662763856,Completed,Unit,Flat,Burj Khalifa,165.18,1947.7659318781848
22172,04/24/2024,159817.28871697022,Completed,Unit,Flat,Al Thanyah Third,123.47,1294.381539782702
22174,05/21/2024,72374.65568828932,Completed,Unit,Flat,Burj Khalifa,48.3,1498.440076362098
22175,05/21/2024,151721.74416619027,Completed,Unit,Hotel Apartment,Burj Khalifa,115.06,1318.631532819314
22176,05/31/2024,157876.3477344104,Completed,Building,Villa,Wadi Al Safa 7,257.99,611.9475473251305
22179,02/15/2024,185612.7820386223,Completed,Building,Villa,Al Yelayiss 1,242.96,763.9643646634108
22181,03/13/2024,355145.49146552436,Completed,Unit,Flat,Marsa Dubai,177.44,2001.4962323350112
22184,07/17/2023,106915.77114686427,Completed,Unit,Office,Burj Khalifa,143.36,745.7852340043545
22185,07/17/2023,414816.70737773686,Completed,Unit,Flat,Burj Khalifa,184.1,2253.214054197376
22186,08/30/2023,135343.62865564376,Completed,Unit,Office,Business Bay,198.31,682.4851427343239
22189,11/14/2023,190982.27991892435,Completed,Unit,Flat,Marsa Dubai,149.45,1277.9008358576405
22190,11/14/2023,187610.54651827546,Completed,Unit,Flat,Marsa Dubai,142.61,1315.5497266550412
22191,11/22/2023,47694.47913341105,Completed,Unit,Office,Business Bay,39.97,1193.2569210260458
22193,03/21/2024,205580.30128666782,Completed,Unit,Flat,Marsa Dubai,106.24,1935.055546749509
22194,01/30/2024,94873.05050895024,Completed,Unit,Flat,Al Hebiah First,217.11,436.9814863845527
22195,01/30/2024,80488.2677872729,Completed,Unit,Flat,Al Thanyah First,77.94,1032.6952500291623
22196,01/30/2024,151355.0223106564,Completed,Unit,Flat,Al Khairan First,101.66,1488.83555292796
22197,01/30/2024,199591.70310864286,Completed,Unit,Office,Al Thanyah First,292.74,681.8053669079827
22198,02/16/2024,63256.329024641964,Completed,Unit,Flat,Marsa Dubai,74.46,849.5343677765508
22199,02/19/2024,256427.17816599723,Completed,Unit,Flat,Al Thanyah Fifth,339.7,754.8636389932212
22218,09/18/2024,273482.91248728556,Completed,Unit,Flat,Zaabeel First,134.2,2037.8756519171802
22219,09/18/2024,178611.26521096748,Completed,Unit,Office,Al Thanyah Fifth,177.24,1007.7367705425834
22220,09/18/2024,300257.5303105673,Completed,Unit,Flat,Palm Jumeirah,190.62,1575.162786226877
22221,09/19/2024,41206.610784845085,Completed,Unit,Office,Dubai Investment Park First,115.13,357.9137564913149
22222,09/19/2024,45821.07150546816,Completed,Unit,Office,Dubai Investment Park First,128.91,355.4500931306195
22223,09/20/2024,84189.73412825102,Completed,Unit,Flat,Marsa Dubai,83.86,1003.9319595546269
22224,09/23/2024,125777.30920862134,Completed,Unit,Flat,Marsa Dubai,109.68,1146.7661306402383
22225,09/24/2024,205625.99766870344,Completed,Unit,Flat,Marsa Dubai,176.16,1167.2683791365998
22226,09/24/2024,162732.8527199697,Completed,Unit,Flat,Palm Jumeirah,106.17,1532.7573958742555
22227,06/13/2023,190323.3515728827,Completed,Unit,Flat,Burj Khalifa,140.93,1350.4814558495898
22228,06/21/2023,535839.8391850857,Completed,Building,Villa,Dubai Investment Park First,1036.66,516.8906287356373
22229,08/14/2023,228003.0061846179,Completed,Unit,Flat,Marsa Dubai,144.68,1575.912401054865
22233,10/20/2023,61308.1855236879,Completed,Unit,Office,Business Bay,84.75,723.4004191585593
22234,10/20/2023,61018.316269331575,Completed,Unit,Office,Business Bay,84.26,724.1670575520006
22235,10/25/2023,70918.5434593768,Completed,Unit,Office,Al Thanyah Fifth,81.46,870.5934625506605
22237,11/23/2023,119936.24572162538,Completed,Unit,Hotel Rooms,World Islands,54.93,2183.437934127533
22238,11/29/2023,32224.97160124435,Completed,Unit,Flat,Nadd Hessa,79.11,407.3438452944552
22239,12/14/2023,26511.75819851658,Completed,Unit,Flat,Nadd Hessa,48.29,549.0113522161231
22240,12/19/2023,150492.36685995143,Completed,Unit,Flat,Burj Khalifa,136.75,1100.4926278607052
22242,02/29/2024,373793.16054020746,Completed,Unit,Flat,Marsa Dubai,365.85,1021.7115225917929
22243,04/22/2024,22954.55976360356,Completed,Unit,Flat,Al Warsan First,41.45,553.7891378432704
22247,07/25/2024,114614.75250391643,Completed,Unit,Flat,Zaabeel Second,66.81,1715.5328918412877
22250,01/23/2024,165418.78698334683,Completed,Unit,Flat,Burj Khalifa,129.14,1280.9260258893205
22260,12/17/2024,222930.59269873562,Completed,Building,Villa,Al Hebiah Fourth,201.92,1104.0540446648952
22261,01/16/2025,37185.54670388822,Completed,Unit,Flat,Al Hebiah Fourth,68.91,539.6248251906577
22262,01/24/2025,166655.25321295724,Completed,Unit,Flat,Marsa Dubai,141.03,1181.700724760386
22263,01/30/2025,133572.2293580025,Completed,Unit,Flat,Al Thanyah Fifth,114.16,1170.0440553433998
22264,06/26/2023,124180.56040211154,Completed,Unit,Flat,Al Thanyah Third,122.17,1016.457071311382
22266,07/19/2023,253972.83445567195,Completed,Unit,Office,Business Bay,185.19,1371.4176492017493
22267,07/31/2023,131642.50012992896,Completed,Unit,Flat,Marsa Dubai,122.33,1076.1260535431127
22268,07/31/2023,1634193.9104158469,Completed,Building,Villa,World Islands,1061.11,1540.079643407231
22269,08/14/2023,236798.30052936764,Completed,Building,Villa,Hadaeq Sheikh Mohammed Bin Rashid,336.14,704.4633204300817
22270,08/14/2023,95090.12094528879,Completed,Unit,Flat,Al Thanyah Third,131.65,722.2948799490223
22271,08/14/2023,218698.27602848044,Completed,Unit,Flat,Palm Jumeirah,198.97,1099.1520130094007
22273,09/19/2023,849746.1143820208,Completed,Unit,Office,Burj Khalifa,581.2,1462.0545670716117
22274,10/17/2023,190412.09527132878,Completed,Unit,Flat,Marsa Dubai,177.12,1075.0457050097605
22275,10/29/2023,252091.5924834248,Completed,Building,Villa,Dubai Investment Park First,352.12,715.9252314081132
22276,11/22/2023,159626.9925532152,Completed,Unit,Flat,Marsa Dubai,83.46,1912.6167332041125
22277,11/27/2023,111042.12073740247,Completed,Building,Villa,Al Thanayah Fourth,172.5,643.7224390574056
22282,06/26/2024,488029.18798120116,Completed,Unit,Flat,Zaabeel Second,251.48,1940.6282327867075
22283,08/13/2024,155914.73691244275,Completed,Unit,Flat,Business Bay,86.46,1803.3164112010497
22284,08/22/2024,154163.1543778631,Completed,Unit,Office,Business Bay,162.64,947.8796998147019
22285,09/25/2024,122782.03342514978,Completed,Building,Villa,Al Barsha South Fourth,134.86,910.4407046207161
22286,09/26/2024,66616.17801008248,Completed,Unit,Flat,Business Bay,37.34,1784.043331817956
22287,09/26/2024,46762.585660298915,Completed,Unit,Flat,Jabal Ali,89.0,525.4223107898755
22297,07/25/2023,56977.76804341854,Completed,Unit,Office,Business Bay,56.78,1003.4830581792627
22302,09/19/2023,83059.55200498928,Completed,Unit,Flat,Business Bay,75.76,1096.351003233755
22303,09/21/2023,123549.15843164624,Completed,Unit,Flat,Business Bay,121.64,1015.69515317039
22304,09/28/2023,296980.45126179565,Completed,Building,Villa,Al Thanayah Fourth,255.01,1164.5835506913284
22305,09/28/2023,166754.64291812992,Completed,Unit,Flat,Marsa Dubai,242.13,688.6988102181882
22306,11/15/2023,158415.75926764624,Completed,Unit,Flat,Marsa Dubai,152.36,1039.74638532191
22308,12/22/2023,40931.022577938806,Completed,Unit,Flat,Nadd Hessa,89.33,458.2001855808665
22309,05/22/2024,159411.73072782488,Completed,Building,Villa,Al Thanayah Fourth,245.05,650.5273647330131
22310,05/22/2024,157591.66598608647,Completed,Building,Villa,Wadi Al Safa 6,261.0,603.7994865367298
22312,08/20/2024,64854.31698208466,Completed,Unit,Flat,Al Barsha South Fourth,78.65,824.5939857862003
22316,02/22/2024,155494.7152328698,Completed,Unit,Flat,Burj Khalifa,116.87,1330.492985649609
22320,05/13/2024,179366.80797986477,Completed,Unit,Flat,Business Bay,140.39,1277.6323668342816
22321,05/29/2024,50940.49254207842,Completed,Unit,Flat,Business Bay,45.65,1115.892498183536
22322,05/29/2024,124994.63430569683,Completed,Unit,Flat,Marsa Dubai,87.79,1423.7912553331453
22325,07/15/2024,193428.50492616327,Completed,Building,Villa,Al Yufrah 1,174.0,1111.6580742882945
22329,12/24/2024,119532.49337362369,Completed,Unit,Flat,Al Thanyah Fifth,151.0,791.6059163816138
22332,01/15/2025,129367.90532263214,Completed,Building,Villa,Al Barsha South Fourth,143.01,904.6074073325792
22333,01/20/2025,104153.8329039491,Completed,Unit,Office,Al Thanyah First,173.73,599.5155292922874
22334,01/20/2025,105763.3689462391,Completed,Unit,Office,Al Thanyah First,175.77,601.7145641818234
22335,01/20/2025,64016.17207047346,Completed,Unit,Office,Al Thanyah First,105.72,605.5256533340282
22336,01/20/2025,136447.73144057792,Completed,Unit,Hotel Rooms,World Islands,71.42,1910.497499868075
22337,01/20/2025,65487.2469169717,Completed,Unit,Office,Al Qusais Industrial Fourth,93.27,702.1255164251281
22338,01/24/2025,163339.24819398765,Completed,Unit,Flat,Marsa Dubai,108.83,1500.8660129926275
22339,01/27/2025,258367.55117344402,Completed,Unit,Flat,Burj Khalifa,130.62,1978.0091193802175
22340,01/29/2025,58592.68611393655,Completed,Unit,Flat,Business Bay,53.31,1099.0937181379957
22343,02/16/2025,185349.16065899964,Completed,Unit,Flat,Al Khairan First,109.95,1685.7586235470635
22345,08/22/2023,33924.520933409556,Completed,Unit,Flat,Nadd Hessa,72.76,466.25234927720663
22347,10/13/2023,453129.08997765224,Completed,Unit,Flat,Burj Khalifa,489.64,925.4331549253579
22350,11/14/2023,129399.82106927813,Completed,Unit,Flat,Burj Khalifa,127.53,1014.6618134499971
22351,11/14/2023,130874.07954621386,Completed,Unit,Flat,Burj Khalifa,129.45,1011.0010007432512
22352,11/30/2023,486619.8850685654,Completed,Building,Villa,Dubai Investment Park First,1024.62,474.927177947498
22353,11/30/2023,467516.1817223382,Completed,Building,Villa,Dubai Investment Park First,953.08,490.53194036422775
22355,03/28/2024,239976.18588006444,Completed,Unit,Flat,Marsa Dubai,176.05,1363.1138078958502
22356,04/30/2024,167878.25880361424,Completed,Unit,Flat,Al Thanyah Third,137.31,1222.6222329299703
22357,04/30/2024,149009.941420606,Completed,Unit,Flat,Business Bay,75.91,1962.9817075563956
22358,04/30/2024,152202.48127167032,Completed,Unit,Flat,Business Bay,85.24,1785.575800934659
22364,08/20/2024,163861.09556088469,Completed,Unit,Flat,Business Bay,126.2,1298.4238950941733
22370,10/14/2024,111831.330695157,Completed,Unit,Flat,Al Safouh First,115.32,969.7479248626171
22371,10/14/2024,115543.77269116261,Completed,Unit,Flat,Al Safouh First,133.89,862.9753730014387
22372,10/15/2024,106493.1360393202,Completed,Unit,Flat,Al Merkadh,80.18,1328.175804930409
22373,10/16/2024,151610.42252893702,Completed,Unit,Flat,Al Thanyah Fifth,188.7,803.4468602487389
22374,10/16/2024,188001.56360207588,Completed,Unit,Flat,Marsa Dubai,122.04,1540.4913438387075
22375,10/17/2024,89094.13537853872,Completed,Unit,Flat,Al Merkadh,52.85,1685.7925331795404
22376,10/17/2024,59396.09025235914,Completed,Unit,Flat,Marsa Dubai,42.83,1386.787071033368
22377,10/17/2024,164470.34501703925,Completed,Unit,Flat,Al Thanyah Third,131.46,1251.105621611435
22378,10/21/2024,303644.3607124561,Completed,Unit,Flat,Burj Khalifa,192.31,1578.9317285240295
22379,10/22/2024,185041.85865215425,Completed,Building,Villa,Al Yelayiss 1,352.14,525.4781014714439
22380,10/22/2024,76332.6121658042,Completed,Unit,Flat,Business Bay,43.79,1743.1516822517515
22381,10/22/2024,73036.01407687338,Completed,Unit,Hotel Rooms,Business Bay,30.54,2391.487035915959
22382,10/22/2024,70097.29747789352,Completed,Unit,Hotel Rooms,Business Bay,32.93,2128.675902760204
22383,10/22/2024,141840.41458470997,Completed,Unit,Flat,Um Suqaim Third,77.53,1829.4907079157742
22384,10/23/2024,167676.64768466618,Completed,Unit,Flat,Al Khairan First,105.16,1594.490753943193
22385,10/24/2024,110781.68373066843,Completed,Unit,Flat,Burj Khalifa,77.9,1422.1012032178232
22388,06/13/2023,120636.37268076828,Completed,Unit,Hotel Apartment,Business Bay,60.46,1995.3088435456216
22389,07/29/2023,203806.01979374708,Completed,Building,Villa,Al Hebiah Sixth,189.96,1072.8891334688728
22391,08/31/2023,119674.95044138719,Completed,Unit,Flat,Marsa Dubai,119.57,1000.8777322186769
22392,09/18/2023,66716.73262107522,Completed,Unit,Flat,Al Yelayiss 2,90.31,738.7524373942556
22393,09/19/2023,91127.6837752155,Completed,Unit,Flat,Business Bay,86.67,1051.4328346050017
22394,09/19/2023,83054.09053449058,Completed,Unit,Flat,Business Bay,75.76,1096.2789141300234
22397,10/20/2023,185306.05765875458,Completed,Unit,Hotel Rooms,World Islands,142.43,1301.0324907586503
22398,10/24/2023,72161.58854843379,Completed,Unit,Flat,Al Barsha South Fourth,123.03,586.5365240058018
22399,10/24/2023,37973.32670076992,Completed,Unit,Flat,Al Hebiah Fourth,86.52,438.89651757709106
22400,10/24/2023,41838.706947115206,Completed,Unit,Flat,Wadi Al Safa 2,108.24,386.53646477379164
22402,02/26/2024,170763.75947553254,Completed,Building,Villa,Al Yelayiss 1,201.6,847.0424577159353
22403,05/21/2024,144556.13153264188,Completed,Unit,Flat,Al Hebiah Third,196.3,736.4041341448899
22406,09/13/2024,202741.2468724246,Completed,Building,Villa,Al Barsha South Fourth,279.72,724.8006823696003
22410,02/28/2024,359432.23871288676,Completed,Unit,Office,Burj Khalifa,342.81,1048.4881967063002
22411,02/28/2024,184109.60583269608,Completed,Unit,Office,Burj Khalifa,172.52,1067.1783319771394
22412,02/28/2024,104901.2502876998,Completed,Unit,Flat,Al Barsha South Fourth,170.47,615.3648752724808
22413,05/16/2024,45196.944813607646,Completed,Unit,Flat,Jabal Ali,91.0,496.6697232264577
22414,05/29/2024,49809.42393216967,Completed,Unit,Flat,Business Bay,44.56,1117.805743540612
22416,08/15/2024,110501.4344155796,Completed,Unit,Flat,Al Safouh First,124.58,886.9917676639878
22417,11/26/2024,153920.2436724603,Completed,Unit,Flat,Al Hebiah Third,225.6,682.2705836545226
22418,11/26/2024,173389.61162381485,Completed,Unit,Flat,Marsa Dubai,123.0,1409.671639218007
22420,12/30/2024,214266.42339018034,Completed,Unit,Office,Business Bay,200.31,1069.674122061706
22422,01/13/2025,235257.93197662767,Completed,Unit,Flat,Marsa Dubai,144.37,1629.5486041187758
22423,01/13/2025,92877.06494220017,Completed,Unit,Flat,Al Thanyah Fifth,116.1,799.974719571061
22424,01/13/2025,54021.33359071639,Completed,Unit,Hotel Rooms,Business Bay,31.65,1706.8351845408024
22425,01/20/2025,113851.17418645919,Completed,Building,Villa,Al Yelayiss 2,188.0,605.5913520556339
22426,01/20/2025,65623.95221584539,Completed,Unit,Office,Al Qusais Industrial Fourth,93.26,703.6666546841667
22427,01/20/2025,72540.84743371769,Completed,Unit,Office,Al Qusais Industrial Fourth,103.47,701.0809648566511
22430,07/17/2023,46624.367988477155,Completed,Unit,Office,Al Thanyah Fifth,67.47,691.0385058318832
22431,07/17/2023,61829.05285509581,Completed,Unit,Flat,Madinat Al Mataar,120.95,511.195145556807
22432,07/27/2023,910700.3734529174,Completed,Unit,Flat,Marsa Dubai,443.0,2055.7570506837865
22433,09/13/2023,134420.7774948214,Completed,Unit,Flat,Marsa Dubai,100.29,1340.3208444991665
22434,10/26/2023,411047.78415460803,Completed,Unit,Flat,Al Thanyah Fifth,573.11,717.2231930250878
22436,12/25/2023,68041.91210863544,Completed,Unit,Flat,Al Barsha South Fourth,89.41,761.0100895720327
22437,12/29/2023,259563.87752526192,Completed,Unit,Hotel Apartment,Burj Khalifa,123.9,2094.9465498406935
22438,01/29/2024,129928.94742703561,Completed,Unit,Flat,Business Bay,72.67,1787.9310228021964
22440,04/23/2024,163911.8406105918,Completed,Unit,Flat,Burj Khalifa,141.57,1157.8147955823397
22441,04/24/2024,76202.9794563773,Completed,Unit,Flat,Al Thanyah Third,74.34,1025.06025634083
22442,05/15/2024,269821.2986955134,Completed,Building,Villa,Al Yufrah 1,259.92,1038.0936391794144
22443,06/24/2024,209322.061192822,Completed,Unit,Office,Business Bay,196.48,1065.3606534650958
22444,06/24/2024,173506.43408147662,Completed,Unit,Flat,Al Khairan First,103.01,1684.3649556497098
22445,01/18/2024,163881.3318088337,Completed,Unit,Flat,Business Bay,126.21,1298.481354954708
22446,01/31/2024,78869.88246998642,Completed,Unit,Flat,Business Bay,54.84,1438.1816642958865
22450,05/13/2024,252433.38357252633,Completed,Building,Villa,Wadi Al Safa 6,278.75,905.590613713099
22451,05/13/2024,202709.32518616962,Completed,Unit,Flat,Burj Khalifa,134.71,1504.7830538651147
22452,06/26/2024,90669.31375242224,Completed,Unit,Office,Business Bay,82.48,1099.2884790545859
22453,10/30/2024,82857.30015071758,Completed,Unit,Office,Burj Khalifa,87.16,950.6344670802844
22454,10/30/2024,19410.91848629064,Completed,Unit,Flat,Al Warsan First,45.0,431.353744139792
22455,10/31/2024,93352.24257363258,Completed,Unit,Flat,Business Bay,116.09,804.1368125905124
22456,10/31/2024,133641.20306780806,Completed,Unit,Flat,Marsa Dubai,135.67,985.0460902764655
22457,10/31/2024,1707637.5947553255,Completed,Building,Villa,Wadi Al Safa 7,334.45,5105.8083263726285
22468,11/13/2024,126206.74442604817,Completed,Unit,Flat,Marsa Dubai,109.68,1150.6814772615623
22469,11/13/2024,245157.56149351472,Completed,Building,Villa,Dubai Investment Park First,374.7,654.2769188511202
22470,11/13/2024,196924.43777888324,Completed,Unit,Flat,Hadaeq Sheikh Mohammed Bin Rashid,119.0,1654.8272082259095
22471,11/13/2024,87436.26502535472,Completed,Unit,Flat,Palm Jumeirah,51.0,1714.4365691246023
22472,11/13/2024,87363.81812917165,Completed,Unit,Flat,Palm Jumeirah,51.0,1713.0160417484637
22473,11/15/2024,40638.53766825799,Completed,Unit,Flat,Al Warsan First,97.94,414.932996408597
22474,11/18/2024,79843.73185635055,Completed,Unit,Flat,Al Thanyah Fifth,68.43,1166.7942694191224
22477,07/19/2023,148490.22563089782,Completed,Unit,Flat,Marsa Dubai,127.7,1162.805212458088
22478,07/19/2023,29972.713436138067,Completed,Unit,Office,Business Bay,40.84,733.9058138133709
22479,07/19/2023,29972.713436138067,Completed,Unit,Office,Business Bay,40.84,733.9058138133709
22480,07/19/2023,29876.125741523065,Completed,Unit,Office,Business Bay,40.8,732.2579838608594
22481,09/18/2023,67638.48198442337,Completed,Unit,Hotel Apartment,Palm Jumeirah,34.6,1954.8694215151263
22482,10/26/2023,149180.51140033707,Completed,Unit,Flat,Marsa Dubai,81.75,1824.838059942961
22483,12/27/2023,50360.863173681595,Completed,Unit,Flat,Al Hebiah First,95.41,527.83631876828
22484,01/22/2024,227594.21853306508,Completed,Building,Villa,Dubai Investment Park First,300.65,757.0072128157829
22485,03/18/2024,32651.272932459222,Completed,Unit,Flat,Al Hebiah Fifth,62.67,521.0032381116838
22486,03/18/2024,437412.21703331376,Completed,Unit,Flat,Palm Jumeirah,226.67,1929.7314026263457
22487,04/26/2024,112738.58592758133,Completed,Building,Villa,Al Thanayah Fourth,174.97,644.3309477486503
22489,09/16/2024,353795.0426538173,Completed,Unit,Flat,Marsa Dubai,163.17,2168.260358238753
22490,09/18/2024,24399.753506225454,Completed,Unit,Flat,Dubai Investment Park Second,29.0,841.3708105594984
22491,09/19/2024,156305.08282042333,Completed,Unit,Flat,Al Thanyah Third,130.53,1197.4648189720626
22492,09/23/2024,171821.99362976933,Completed,Building,Villa,Al Yelayiss 1,323.26,531.5287806402566
22493,02/14/2024,161312.3543867725,Completed,Unit,Flat,Burj Khalifa,86.94,1855.4446099237693
22494,04/15/2024,185612.7820386223,Completed,Building,Villa,Al Yelayiss 1,228.74,811.4574715337164
22495,05/13/2024,155914.73691244275,Completed,Unit,Flat,Business Bay,102.91,1515.0591479199568
22496,05/13/2024,94364.09135118681,Completed,Unit,Flat,Al Thanyah Fifth,83.23,1133.7749771859524
22497,05/13/2024,98589.97022770977,Completed,Unit,Office,Al Thanyah Fifth,117.06,842.2174118205174
22498,05/16/2024,620913.133960457,Completed,Unit,Flat,Marsa Dubai,524.42,1183.99972152179
22499,05/16/2024,385874.51907728176,Completed,Unit,Flat,Trade Center Second,383.97,1004.96007260276
22500,11/28/2024,116650.79405148156,Completed,Building,Villa,Al Yelayiss 2,187.54,622.0048739014693
22503,01/15/2025,173986.09092056516,Completed,Unit,Flat,Al Thanyah Fifth,183.72,947.0176949736837
22504,01/20/2025,103807.32725018376,Completed,Unit,Office,Al Thanyah First,173.73,597.5210225648061
22505,01/20/2025,305162.563386765,Completed,Unit,Office,Al Thanyah First,538.09,567.1217888954728
22506,01/20/2025,79776.24973086147,Completed,Unit,Office,Al Thanyah First,132.11,603.8623096727081
22507,01/20/2025,104527.51375390714,Completed,Unit,Office,Al Thanyah First,173.73,601.6664580320448
22508,01/20/2025,120010.03051474137,Completed,Unit,Office,Al Thanyah First,198.91,603.3383465624723
22509,01/20/2025,45315.49124278894,Completed,Unit,Flat,Al Qusais Industrial Fourth,91.11,497.371213289309
22510,01/20/2025,65560.25584865877,Completed,Unit,Office,Al Qusais Industrial Fourth,93.27,702.9082861440846
22511,01/20/2025,72633.42440733839,Completed,Unit,Office,Al Qusais Industrial Fourth,103.47,701.9756877098521
22512,01/23/2025,40834.81204849691,Completed,Unit,Flat,Jabal Ali Industrial Second,38.93,1048.9291561391449
22513,01/28/2025,176527.3303684785,Completed,Unit,Flat,Burj Khalifa,93.26,1892.8514944078756
22514,01/29/2025,193037.2933201672,Completed,Building,Villa,Wadi Al Safa 5,128.58,1501.301083529065
22515,02/13/2025,153850.72277617326,Completed,Unit,Office,Al Thanyah First,148.09,1038.9001470468854
22516,02/14/2025,69698.0087460743,Completed,Unit,Flat,Business Bay,44.07,1581.5295835278941
22518,07/17/2023,163790.24122237152,Completed,Building,Villa,Al Thanayah Fourth,319.15,513.2077118043915
22519,09/21/2023,156464.34898172828,Completed,Building,Villa,Al Yelayiss 1,297.04,526.7450477434967
22520,09/27/2023,142408.95470305666,Completed,Unit,Flat,Marsa Dubai,78.78,1807.6790391350173
22522,10/24/2023,162041.65893280072,Completed,Unit,Flat,Al Thanyah Fifth,231.11,701.1451643494471
22523,11/14/2023,48443.06439278635,Completed,Unit,Office,Business Bay,40.84,1186.1671007048567
22524,11/21/2023,70566.24297455621,Completed,Unit,Flat,Al Merkadh,70.15,1005.9336133222553
22525,12/20/2023,141532.0768585408,Completed,Building,Villa,Al Yelayiss 1,272.2,519.9561971290992
22526,12/21/2023,97057.32168180031,Completed,Unit,Flat,Business Bay,60.72,1598.4407391600841
22527,12/28/2023,156920.86584650568,Completed,Unit,Flat,Burj Khalifa,86.87,1806.387312610863
22529,02/21/2024,25954.334800911733,Completed,Unit,Flat,Nadd Hessa,47.24,549.4143691979622
22530,02/25/2024,27971.175077400534,Completed,Unit,Flat,Al Warsan First,70.0,399.5882153914362
22532,03/22/2024,183346.9823073896,Completed,Unit,Flat,Burj Khalifa,160.35,1143.4174138284354
22533,03/25/2024,373443.1675934931,Completed,Unit,Flat,Marsa Dubai,294.77,1266.896792731598
22534,06/13/2024,107838.98239648376,Completed,Unit,Flat,Business Bay,94.79,1137.662014943388
22535,06/27/2024,1822787.5928991975,Completed,Unit,Flat,Al Jadaf,1330.88,1369.6107785068507
22536,06/27/2024,164488.10073576905,Completed,Unit,Flat,Marsa Dubai,140.89,1167.4930849298678
22537,07/22/2024,953931.3165885856,Completed,Unit,Flat,Jumeirah Second,516.09,1848.3817097571848
22538,08/14/2024,74319.35792826438,Completed,Unit,Flat,Wadi Al Safa 2,107.86,689.0353970727274
22539,01/15/2024,60392.71952423732,Completed,Unit,Office,Business Bay,76.52,789.2409765321135
22543,06/21/2024,169048.0150569089,Completed,Building,Villa,Al Yelayiss 1,297.0,569.1852358818481
22546,11/18/2024,148490.22563089782,Completed,Unit,Flat,Mirdif,127.1,1168.2944581502584
22547,11/18/2024,127216.78013794743,Completed,Unit,Flat,Burj Khalifa,144.87,878.1444062811308
22548,11/19/2024,809895.017410479,Completed,Unit,Flat,Palm Jumeirah,235.68,3436.418098313302
22549,11/20/2024,169872.3793331304,Completed,Unit,Flat,Al Thanyah Fifth,178.0,954.3392097366876
22550,11/20/2024,30141.053835131304,Completed,Unit,Flat,Al Warsan First,81.0,372.1117757423618
22551,11/21/2024,282833.3612989925,Completed,Unit,Flat,Zaabeel Second,151.54,1866.394095941616
22552,11/21/2024,133659.03971371084,Completed,Unit,Flat,Burj Khalifa,76.24,1753.1353582595862
22553,11/21/2024,175091.71870011656,Completed,Unit,Flat,Burj Khalifa,86.98,2013.0112520132968
22554,11/27/2024,102914.37014158544,Completed,Unit,Flat,Madinat Al Mataar,221.24,465.1707202205091
22557,12/18/2024,1069550.476282399,Completed,Unit,Flat,Palm Jumeirah,649.53,1646.6529279361985
22558,12/19/2024,65804.86231243829,Completed,Unit,Flat,Al Barshaa South Third,78.11,842.4639906854217
22559,12/30/2024,670103.1487352345,Completed,Building,Villa,Dubai Investment Park First,1178.51,568.6020048495427
22560,12/30/2024,102030.32615878059,Completed,Unit,Office,Burj Khalifa,80.36,1269.6655818663587
22561,12/30/2024,102030.32615878059,Completed,Unit,Office,Burj Khalifa,72.31,1411.0126698766503
22562,01/29/2025,296980.45126179565,Completed,Building,Villa,Jabal Ali First,222.6,1334.143985902047
22563,01/29/2025,296980.45126179565,Completed,Building,Villa,Jabal Ali First,225.51,1316.9280797383515
22564,01/29/2025,304404.96254334063,Completed,Building,Villa,Jabal Ali First,230.89,1318.3982092916135
22565,01/29/2025,304404.96254334063,Completed,Building,Villa,Jabal Ali First,228.2,1333.9393625913262
22567,06/22/2023,113734.36286556438,Completed,Unit,Flat,Marsa Dubai,84.45,1346.76569408602
22569,08/23/2023,491241.59730935714,Completed,Unit,Flat,Marsa Dubai,248.94,1973.3333225249344
22570,08/30/2023,323933.06431854126,Completed,Unit,Flat,Marsa Dubai,332.41,974.4985539500653
22571,09/14/2023,73844.66289006526,Completed,Unit,Flat,Al Hebiah Fifth,113.12,652.7993536957678
22575,11/30/2023,305626.79357631283,Completed,Unit,Hotel Apartment,Burj Khalifa,152.32,2006.4784242142387
22577,12/13/2023,160330.12643942714,Completed,Building,Villa,Al Hebiah Fourth,144.53,1109.3207392197269
22578,12/27/2023,47956.041696055356,Completed,Unit,Flat,Al Hebiah First,97.73,490.699290863147
22579,01/19/2024,67951.36945110589,Completed,Unit,Flat,Al Barsha South Fourth,89.15,762.2139029849229
22580,02/15/2024,107809.66894104195,Completed,Unit,Flat,Marsa Dubai,85.71,1257.8423630969776
22583,04/25/2024,175932.3151853529,Completed,Unit,Flat,Al Hebiah Third,262.53,670.1417559339997
